Nome;Tipo de Produto;Data de vencimento;Prazo até o vencimento;PL;SR;JR;Carteira;Caixa Livre;Fundo de Reserva;R.G.;Saldo em Aplicações;I.S.;I.S. (Tranche);% de Atraso;% de PDD;Rentabilidade Média Ativos %;Desenquadramentos;Próximo Pagamento;Originador;Emissor;Tipo de Oferta Sênior;Tipos de Ativos;Status do Pool
Plin #1;Pool;11/02/2024;-508.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;1,0%;;0,0%;;;;GARANTIZA SOLUCOES FINANCEIRAS LTDA;AMFI REPRESENTAÇÃO OPERACIONAL LTDA;Oferta Privada;CCB;Produto Encerrado
Plin #2;Pool;17/02/2024;-502.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;1,0%;;0,0%;;;;GARANTIZA SOLUCOES FINANCEIRAS LTDA;AMFI REPRESENTAÇÃO OPERACIONAL LTDA;Oferta Privada;CCB;Captação finalizada
Plin #3;Pool;07/03/2024;-483.0;R$ 0,00;;;R$ 0,00;;;;R$ 0,00;;1,0%;;0,0%;;;;GARANTIZA SOLUCOES FINANCEIRAS LTDA;AMFI REPRESENTAÇÃO OPERACIONAL LTDA;Oferta Privada;CCB;Captação finalizada
Plin #4;Pool;16/03/2024;-474.0;R$ 0,00;;;R$ 0,00;;;;R$ 0,00;;1,0%;;0,0%;;;;GARANTIZA SOLUCOES FINANCEIRAS LTDA;AMFI REPRESENTAÇÃO OPERACIONAL LTDA;Oferta Privada;CCB;Produto Encerrado
Learnbase Working Capital #1;Pool;17/05/2024;-412.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;1,0%;;0,0%;;;;Learnbase Gestão e Consultoria Educacional S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB;Pré-captação
a55 Pool #1;Pool;12/08/2024;-325.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;10,0%;;0,0%;;;;a55 Consultoria em Credito Ltda.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Produto Encerrado
Intreguei Pool #1;Pool;16/10/2024;-260.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;;;0,0%;;;;INTREGUEI SOLUCOES E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;;Duplicata;
Pool André Franco #1;Pool;16/11/2024;-229.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;Duplicata;
UnionNational Pool #1;Pool;25/11/2024;-220.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;33,4%;20,0%;;0,0%;;;;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Produto Encerrado
Allya #1;Pool;19/12/2024;-196.0;R$ 0,00;;;R$ 0,00;;;;R$ 0,00;;1,0%;;0,0%;;;;ALLYA SERVIÇOS LTDA;AMFI REPRESENTAÇÃO OPERACIONAL LTDA;Oferta Privada;CCB;Produto Encerrado
Digcap Pool #1;Pool;21/12/2024;-194.0;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;100,0%;10,0%;;0,0%;;Prazo máximo por ativo (dias), Concentração máx por sacado;;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Privada;Ativo Judicial;Produto Encerrado
Allya #2;Pool;06/01/2025;-178.0;R$ 0,00;;;R$ 0,00;;;;R$ 0,00;;1,0%;;0,0%;;;;ALLYA SERVIÇOS LTDA;AMFI REPRESENTAÇÃO OPERACIONAL LTDA;Oferta Privada;CCB;Produto Encerrado
UnionNational Pool #2;Pool;24/01/2025;-160.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;20,0%;;0,0%;;;;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Produto Encerrado
Resolvvi #1;Pool;18/02/2025;-135.0;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;100,0%;1,0%;;0,0%;;;;Resolvvi Tecnologia Ltda;;Oferta Privada;Ativo Judicial;Produto Encerrado
Dinie Pool #1;Pool;01/04/2025;-93.0;R$ 0,02;R$ 0,01;R$ 0,01;R$ 0,00;R$ 0,02;R$ 0,00;R$ 0,00;R$ 0,00;100,0%;20,0%;;0,0%;;Prazo máximo por ativo (dias), Concentração máx por sacado;;DINIE CORRESPONDENTE BANCÁRIO E MEIOS DE PAGAMENTOS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Produto Encerrado
Plin Pool #1;Pool;19/04/2025;-75.0;R$ 0,00;;;R$ 0,00;;R$ 30.000,00;;R$ 0,00;;20,0%;;0,0%;;;;GARANTIZA SOLUCOES FINANCEIRAS LTDA;AMFI REPRESENTAÇÃO OPERACIONAL LTDA;Oferta Pública;Duplicata;Pré-captação
LC INVESTE Pool #1;Pool;11/05/2025;-53.0;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;100,0%;20,0%;;0,0%;;;;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Ativo Judicial;Produto Encerrado
AmFi Pool de Unitokens ;Pool;23/05/2025;-41.0;R$ 94,14;R$ 0,01;R$ 94,13;R$ 0,00;R$ 94,14;R$ 0,00;R$ 0,00;R$ 0,00;;10,0%;;0,0%;;;;AMFI CONSULTING LTDA;;Oferta Privada;Duplicata / Recebível de Cartão;Captação finalizada
NLT Tech One;Pool;31/05/2025;-33.0;R$ 1.522.412,64;R$ 0,00;R$ 1.522.412,64;R$ 1.569.497,57;R$ 0,00;R$ 0,00;;R$ 0,00;100,0%;1,0%;103,1%;47.084,9%;1,9%;;;Next Level Tecnologia LTDA;;Oferta Privada;CCB / Nota Comercial;Captação finalizada
Flowins Café Pool #1;Pool;14/06/2025;-19.0;R$ 0,04;R$ 0,00;R$ 0,04;R$ 0,00;R$ 0,04;R$ 0,00;;R$ 0,00;;;;0,0%;;Concentração máx por sacado;;Flowins;;;CCB;
Blipay Pool #1;Pool;26/07/2025;23.0;R$ 5.239.529,20;R$ 1.575.069,94;R$ 3.664.459,26;R$ 7.015.946,59;R$ 1.710.424,61;R$ 5.000,00;R$ 4,55;R$ 0,00;69,9%;30,0%;80,1%;3.150.194,5%;40,9%;;26/07/2025;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Digcap Pool #2;Pool;14/08/2025;42.0;R$ 998.523,66;R$ 487.125,99;R$ 511.397,67;R$ 990.907,88;R$ 0,00;R$ 1.500,00;R$ 2,90;R$ 0,00;51,2%;10,0%;21,4%;0,0%;4,0%;Prazo máximo por ativo (dias), Concentração máx por cedente em percentual;16/07/2025;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Privada;Ativo Judicial;Captação finalizada
DS Pool #1;Pool;17/08/2025;45.0;R$ 359.897,99;R$ 351.219,11;R$ 8.678,88;R$ 495.180,89;R$ 0,00;R$ 2.500,00;R$ 1,41;R$ 0,00;2,4%;20,0%;137,6%;135.372,4%;3,5%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;17/08/2025;DS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
a55 Pool #2;Pool;13/09/2025;72.0;R$ 107.867,55;R$ 0,00;R$ 107.867,55;R$ 358.969,61;R$ 0,00;R$ 2.000,00;R$ 823.021.629,36;R$ 0,00;100,0%;20,0%;332,8%;251.278,7%;5,0%;Concentração máx por sacado, Concentração máx por cedente em percentual, Inadimplência percentual máxima da carteira;12/09/2025;a55 Consultoria em Credito Ltda.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Pool M2 #1;Pool;19/10/2025;108.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;;
Teddy Hub Pool 1;Pool;30/10/2025;119.0;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R$ 0,00;;20,0%;;0,0%;;;10/11/2025;TEDDY HUB DIGITAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Dinie Pool #2;Pool;30/11/2025;150.0;R$ 905.689,64;R$ 720.888,46;R$ 184.801,18;R$ 947.130,66;R$ 23.386,74;R$ 6.000,00;R$ 1,40;R$ 0,00;20,3%;20,0%;61,5%;70.678,7%;12,7%;Concentração máx por sacado;31/07/2025;DINIE CORRESPONDENTE BANCÁRIO E MEIOS DE PAGAMENTOS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
UnionNational Pool #4;Pool;25/12/2025;175.0;R$ 1.151.485,78;R$ 889.954,13;R$ 261.531,65;R$ 1.023.071,71;R$ 118.578,08;R$ 10.000,00;R$ 1,18;R$ 0,00;22,7%;20,0%;2,9%;164,0%;2,1%;;25/12/2025;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
MMK Private;Pool;31/12/2025;181.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;1,0%;;0,0%;;;;MMK Partners;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB / Nota Comercial;Produto Encerrado
LC Investe Pool #2;Pool;31/01/2026;212.0;R$ 984.510,99;R$ 830.013,33;R$ 154.497,66;R$ 839.413,56;R$ 0,00;R$ 4.500,00;R$ 1,14;R$ 66.669,98;15,7%;10,0%;;0,0%;2,2%;Concentração máx por sacado;05/01/2026;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Ativo Judicial;Captação finalizada
Up Vendas #1;Pool;01/02/2026;213.0;R$ 625.341,40;R$ 0,01;R$ 625.341,39;R$ 621.733,52;R$ 3.607,88;;R$ 69.861.164,31;R$ 0,00;100,0%;20,0%;20,8%;0,0%;1,7%;;;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
SuperSim Pool #1;Pool;27/02/2026;239.0;R$ 16.300.266,20;R$ 6.955.157,47;R$ 9.345.108,73;R$ 19.202.091,94;R$ 1.735.359,94;R$ 100.000,00;R$ 3,12;R$ 1.819.028,06;56,4%;35,0%;49,7%;5.691.876,2%;41,8%;;27/01/2026;SUPERSIM ANÁLISE DE DADOS E CORRESPONDENTE BANCÁRIO LTDA;;Oferta Privada;CCB;Captação finalizada
Mooney Pool #1;Pool;07/03/2026;247.0;R$ 6.735,16;R$ 0,01;R$ 6.735,15;R$ 69.945,81;R$ 1.735,16;R$ 5.000,00;R$ 9.281.429,02;R$ 0,00;100,0%;15,0%;1.038,5%;69.945,8%;8,8%;;06/09/2025;Mooney S.A. Companhia Securitizadora;;Oferta Pública;Duplicata;Produto Encerrado
UnionNational Pool #3;Pool;18/06/2026;350.0;R$ 891.258,00;R$ 666.428,40;R$ 224.829,60;R$ 872.355,67;R$ 8.902,33;R$ 10.000,00;R$ 1,33;R$ 0,00;25,2%;20,0%;;0,0%;2,1%;;18/06/2026;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
