Nome;Tipo de Produto;Data de vencimento;Prazo até o vencimento;PL;SR;JR;Carteira;Caixa Livre;Fundo de Reserva;R.G.;Saldo em Aplicações;I.S.;I.S. (Tranche);% de Atraso;% de PDD;Rentabilidade Média Ativos %;Desenquadramentos;Próximo Pagamento;Originador;Emissor;Tipo de Oferta Sênior;Tipos de Ativos;Status do Pool
AmFi Pool de Unitokens ;Pool;23/05/2025;-33.0;R$ 94,14;R$ 0,01;R$ 94,13;R$ 0,00;R$ 94,14;R$ 0,00;R$ 0,00;R$ 0,00;;10,0%;;0,0%;;;;AMFI CONSULTING LTDA;;Oferta Privada;Duplicata / Recebível de Cartão;Captação finalizada
NLT Tech One;Pool;31/05/2025;-25.0;R$ 1.553.802,59;R$ 0,00;R$ 1.553.802,59;R$ 1.569.497,57;R$ 0,00;R$ 0,00;;R$ 0,00;100,0%;1,0%;101,0%;15.695,0%;1,9%;;;Next Level Tecnologia LTDA;;Oferta Privada;CCB / Nota Comercial;Captação finalizada
Flowins Café Pool #1;Pool;14/06/2025;-11.0;R$ 22.442,48;R$ 0,00;R$ 22.442,48;R$ 231.567,27;R$ 22.442,48;R$ 0,00;;R$ 0,00;;;1.031,8%;174.947,9%;1,3%;Concentração máx por sacado;;Flowins;;;CCB;
Blipay Pool #1;Pool;26/07/2025;31.0;R$ 5.175.892,46;R$ 1.566.995,86;R$ 3.608.896,59;R$ 6.438.421,09;R$ 1.965.382,45;R$ 5.000,00;R$ 4,37;R$ 0,00;69,7%;30,0%;61,4%;2.891.263,5%;39,0%;;26/07/2025;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Digcap Pool #2;Pool;14/08/2025;50.0;R$ 993.846,01;R$ 485.183,28;R$ 508.662,73;R$ 984.737,89;R$ 0,00;R$ 1.500,00;R$ 2,91;R$ 0,00;51,2%;10,0%;21,5%;0,0%;4,0%;Prazo máximo por ativo (dias), Concentração máx por cedente em percentual;16/07/2025;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Privada;Ativo Judicial;Captação finalizada
DS Pool #1;Pool;17/08/2025;53.0;R$ 364.449,21;R$ 349.496,10;R$ 14.953,12;R$ 495.180,89;R$ 0,00;R$ 2.500,00;R$ 1,42;R$ 0,00;4,1%;20,0%;135,9%;130.821,2%;3,5%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;17/08/2025;DS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
a55 Pool #2;Pool;13/09/2025;80.0;R$ 231.010,17;R$ 144.096,88;R$ 86.913,29;R$ 369.272,07;R$ 124.497,08;R$ 5.000,00;R$ 2,56;R$ 0,00;37,6%;20,0%;159,9%;258.490,4%;5,0%;Concentração máx por sacado, Concentração máx por cedente em percentual, Inadimplência percentual máxima da carteira;12/09/2025;a55 Consultoria em Credito Ltda.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Pool M2 #1;Pool;19/10/2025;116.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;;
Teddy Hub Pool 1;Pool;30/10/2025;127.0;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R$ 0,00;;20,0%;;0,0%;;;10/11/2025;TEDDY HUB DIGITAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Dinie Pool #2;Pool;30/11/2025;158.0;R$ 937.658,49;R$ 717.193,06;R$ 220.465,43;R$ 931.441,30;R$ 29.365,15;R$ 6.000,00;R$ 1,40;R$ 0,00;23,5%;20,0%;7,4%;28.674,9%;12,7%;Concentração máx por sacado;31/07/2025;DINIE CORRESPONDENTE BANCÁRIO E MEIOS DE PAGAMENTOS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
UnionNational Pool #4;Pool;25/12/2025;183.0;R$ 1.145.982,87;R$ 885.885,93;R$ 260.096,94;R$ 1.109.127,62;R$ 26.855,25;R$ 10.000,00;R$ 1,28;R$ 0,00;22,7%;20,0%;8,1%;0,0%;2,1%;;25/12/2025;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
MMK Private;Pool;31/12/2025;189.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;1,0%;;0,0%;;;;MMK Partners;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB / Nota Comercial;Produto Encerrado
LC Investe Pool #2;Pool;31/01/2026;220.0;R$ 979.702,24;R$ 825.397,86;R$ 154.304,38;R$ 834.465,27;R$ 0,00;R$ 4.500,00;R$ 1,15;R$ 66.588,19;15,8%;10,0%;;0,0%;2,2%;Concentração máx por sacado;05/01/2026;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Ativo Judicial;Captação finalizada
Up Vendas #1;Pool;01/02/2026;221.0;R$ 1.512.488,06;R$ 0,01;R$ 1.512.488,05;R$ 769.047,52;R$ 743.440,54;;R$ 84.331.633,61;R$ 0,00;100,0%;20,0%;2,3%;0,0%;1,7%;;;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
SuperSim Pool #1;Pool;27/02/2026;247.0;R$ 15.923.372,04;R$ 6.919.504,14;R$ 9.003.867,89;R$ 18.061.165,35;R$ 1.339.364,77;R$ 100.000,00;R$ 3,01;R$ 1.818.693,47;56,5%;35,0%;46,0%;4.943.044,2%;41,8%;;27/01/2026;SUPERSIM ANÁLISE DE DADOS E CORRESPONDENTE BANCÁRIO LTDA;;Oferta Privada;CCB;Captação finalizada
Mooney Pool #1;Pool;07/03/2026;255.0;R$ 7.285,66;R$ 0,01;R$ 7.285,65;R$ 69.945,81;R$ 2.285,66;R$ 5.000,00;R$ 9.327.186,29;R$ 0,00;100,0%;15,0%;960,1%;69.945,8%;8,8%;;06/09/2025;Mooney S.A. Companhia Securitizadora;;Oferta Pública;Duplicata;Produto Encerrado
UnionNational Pool #3;Pool;18/06/2026;358.0;R$ 887.106,08;R$ 663.381,99;R$ 223.724,09;R$ 790.764,70;R$ 86.341,38;R$ 10.000,00;R$ 1,22;R$ 0,00;25,2%;20,0%;5,3%;0,0%;2,1%;;18/06/2026;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
BMDC Pool #1;Pool;22/08/2026;423.0;R$ 1.157.907,55;R$ 911.374,81;R$ 246.532,74;R$ 1.128.317,37;R$ 20.600,68;R$ 9.000,00;R$ 1,44;R$ 0,00;21,3%;20,0%;;0,0%;2,1%;Concentração máx por sacado;22/09/2025;BMDC SECURITIZADORA SA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Formento Pool #1;Pool;15/09/2026;447.0;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;65,0%;20,0%;;0,0%;;Concentração máx por sacado;15/09/2026;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Produto Encerrado
Digcap Pool #3;Pool;03/10/2026;465.0;R$ 2.285.639,35;R$ 1.472.363,93;R$ 813.275,42;R$ 2.185.338,00;R$ 95.092,25;R$ 5.000,00;R$ 1,91;R$ 0,00;35,6%;15,0%;9,6%;0,0%;4,5%;;28/03/2026;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #2;Pool;23/10/2026;485.0;R$ 2.223.079,04;R$ 1.735.564,41;R$ 487.514,63;R$ 2.201.061,36;R$ 18.684,35;R$ 3.333,33;R$ 1,31;R$ 0,00;21,9%;20,0%;;0,0%;2,4%;;23/10/2026;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Pool Maralto #1;Pool;26/10/2026;488.0;R$ 87.289,58;R$ 90.711,97;R$ 0,00;R$ 0,00;R$ 107,70;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;27/10/2026;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
Rhino Pool #1;Pool;26/10/2026;488.0;R$ 0,00;;;R$ 0,00;;R$ 2.700,00;;R$ 0,00;;20,0%;;0,0%;;;26/10/2026;Rhino Holding & Participacoes S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Cancelada
C4 Pool #1;Pool;27/10/2026;489.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;40,0%;;0,0%;;;23/07/2025;C4 CAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Produto Encerrado
DS Pool #2;Pool;11/11/2026;504.0;R$ 1.452.152,91;R$ 1.571.591,64;R$ 0,00;R$ 2.048.826,49;R$ 0,00;R$ 2.500,00;R$ 1,30;R$ 0,00;-8,2%;20,0%;141,1%;596.866,3%;3,2%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;11/11/2026;DS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Zero Paralelo Pool #1;Pool;25/12/2026;548.0;R$ 68.938,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 896,67;R$ 0,00;;R$ 0,00;;0,0%;;0,0%;;;25/12/2026;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
E-ctare Pool #1;Pool;28/02/2027;613.0;R$ 11.051.100,92;R$ 8.670.308,01;R$ 2.380.792,91;R$ 6.238.297,74;R$ 4.954.826,77;R$ 25.000,00;R$ 0,84;R$ 0,00;21,5%;20,0%;7,4%;167.023,6%;1,8%;Percentual mínimo de garantias;28/06/2025;ECTARE PAY SERVICOS DE GESTAO DE PAGAMENTOS S/A,;;Oferta Privada;CPR / Duplicata;Captação finalizada
Credmei Pool #1;Pool;15/03/2027;628.0;R$ 22.330.516,21;R$ 17.940.654,42;R$ 4.389.861,79;R$ 19.577.469,32;R$ 0,00;R$ 0,00;R$ 1,12;R$ 0,00;19,7%;10,0%;9,1%;373.876,8%;3,0%;;13/04/2026;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Pool Nexo #1;Pool;26/03/2027;639.0;R$ 142.713,08;R$ 75.767,49;R$ 66.945,59;R$ 0,00;R$ 2.608,08;R$ 0,00;R$ 0,00;R$ 0,00;;5,0%;;0,0%;;;26/03/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
a55 Cartão Pool #1;Pool;01/04/2027;645.0;R$ 12.491.711,72;R$ 0,00;R$ 12.491.711,72;R$ 9.873.091,45;R$ 2.618.201,29;R$ 0,00;;R$ 325,81;100,0%;1,0%;2,2%;0,0%;1,6%;;;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Faighus Pool #1;Pool;14/06/2027;719.0;R$ 1.435.698,13;R$ 1.005.979,14;R$ 429.718,99;R$ 550.166,41;R$ 860.531,72;R$ 25.000,00;R$ 0,59;R$ 0,00;29,9%;25,0%;;0,0%;6,7%;;13/07/2025;FAIGHUS SECURITIZADORA S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Chronos Pool #1;Pool;14/06/2027;719.0;R$ 0,00;;;R$ 0,00;;R$ 25.000,00;;R$ 0,00;;25,0%;;0,0%;;;13/01/2027;CHRONOS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Blipay Pool #2;Pool;13/07/2027;748.0;R$ 1.465.511,66;R$ 944.145,58;R$ 521.366,08;R$ 2.140.079,70;R$ 666.517,75;R$ 25.000,00;R$ 2,71;R$ 0,00;35,6%;30,0%;87,3%;971.130,1%;35,4%;;13/02/2027;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Em captação
Maralto Pool #2;Pool;06/08/2027;772.0;R$ 1.354.771,18;R$ 1.457.343,04;R$ 0,00;R$ 0,00;R$ 38.540,58;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;06/08/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / Nota Comercial / CPR / Duplicata / CCB / Ativo Judicial;Em captação
Credmei Pool #2;Pool;28/10/2027;855.0;R$ 23.510.750,55;R$ 20.522.057,13;R$ 2.988.693,42;R$ 21.243.204,79;R$ 0,00;R$ 0,00;R$ 1,07;R$ 0,00;12,7%;10,0%;4,2%;174.430,3%;2,8%;;14/10/2027;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
AmFi Renda Mensal;Pool;19/11/2027;877.0;R$ 4.602.501,90;R$ 1.970.396,33;R$ 581.237,70;R$ 0,00;R$ 598,70;R$ 0,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;;21/07/2025;AMFI CONSULTING LTDA;;Oferta Pública;CCB / Recebível de Cartão / Duplicata / Nota Comercial;Captação finalizada
B.Invest Pool #1;Pool;23/11/2027;881.0;R$ 45.378.655,82;R$ 37.962.085,10;R$ 5.744.624,10;R$ 39.740.760,11;R$ 5.722.929,94;R$ 18.000,00;R$ 1,09;R$ 0,00;16,3%;15,0%;5,6%;102.481,5%;3,1%;;21/12/2026;B.Invest Securitizadora de Créditos S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Syntheo Pool #1;Pool;30/11/2027;888.0;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.225,00;;R$ 0,00;;30,0%;;0,0%;;;28/12/2026;SYNTHÉO SECURITIZADORA DE CRÉDITOS S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Cancelada
Formento Pool #4;Pool;02/12/2027;890.0;R$ 2.601.803,15;R$ 2.023.683,60;R$ 578.119,55;R$ 1.706.138,58;R$ 870.750,97;R$ 25.000,00;R$ 0,88;R$ 0,00;22,2%;20,0%;;0,0%;3,6%;Concentração máx por cedente em percentual;02/07/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Baru Pool #2;Pool;10/12/2027;898.0;R$ 6.731.479,72;R$ 5.031.176,02;R$ 1.700.303,71;R$ 6.632.252,75;R$ 74.228,23;R$ 25.000,00;R$ 1,69;R$ 0,00;25,3%;25,0%;0,0%;1,3%;1,9%;Concentração máx por sacado;10/07/2025;GRIFFIN CAPITAL S.A. SECURITIZADORA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB;Captação finalizada
UnionNational Pool #5;Pool;03/01/2028;922.0;R$ 9.711.436,41;R$ 7.598.828,40;R$ 2.112.608,02;R$ 9.372.325,91;R$ 311.182,34;R$ 30.000,00;R$ 1,26;R$ 0,00;21,8%;20,0%;2,4%;2.071,8%;2,1%;;02/02/2027;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Privada;Duplicata;Em captação
Poenatela Pool #1;Pool;03/01/2028;922.0;R$ 11.118.552,01;R$ 8.157.278,09;R$ 2.961.273,92;R$ 10.646.997,21;R$ 471.912,32;R$ 22.500,00;R$ 1,34;R$ 0,00;26,6%;20,0%;5,1%;22.857,5%;3,8%;;02/02/2027;RM2 SECURITIZADORA S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Digcap Pool #4;Pool;14/02/2028;964.0;R$ 1.671.805,40;R$ 1.476.119,08;R$ 195.686,32;R$ 1.583.932,92;R$ 72.872,48;R$ 15.000,00;R$ 1,76;R$ 0,00;11,7%;10,0%;;0,0%;3,9%;Concentração máx por cedente em percentual;14/02/2028;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Em captação
a55 Cartão Pool #2;Pool;14/02/2028;964.0;R$ 10.624.678,89;R$ 9.540.555,56;R$ 1.084.123,33;R$ 9.590.674,01;R$ 1.056.958,25;R$ 25.000,00;R$ 1,11;R$ 0,00;10,2%;10,0%;12,2%;47.953,4%;1,6%;;14/09/2027;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Em captação
Formento Pool #3;Pool;01/03/2028;980.0;R$ 2.589.304,04;R$ 2.063.955,54;R$ 525.348,50;R$ 2.567.811,56;R$ 15.242,48;R$ 6.250,00;R$ 1,28;R$ 0,00;20,3%;20,0%;1,0%;0,0%;2,3%;;30/06/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
AFA Pool #1;Pool;07/03/2028;986.0;R$ 27.078.781,02;R$ 21.053.164,99;R$ 2.317.509,07;R$ 4.417.240,94;R$ 2.130.496,63;R$ 30.000,00;R$ 0,21;R$ 20.503.061,82;22,3%;25,0%;0,8%;2.018,4%;2,7%;Concentração máx por sacado, Concentração máx por cedente em percentual;07/10/2026;AFA CONSULTORIA DE CREDITO UNIPESSOAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
LeCapital Pool #1;Pool;17/03/2028;996.0;R$ 8.674.398,63;R$ 6.496.948,91;R$ 2.177.449,72;R$ 2.805.211,93;R$ 1.510.642,89;R$ 30.000,00;R$ 0,45;R$ 4.328.543,81;25,1%;25,0%;;0,0%;3,8%;;17/10/2026;LECAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Up Vendas Pool #2;Pool;28/04/2028;1038.0;R$ 2.910.478,34;R$ 2.325.935,66;R$ 584.542,67;R$ 2.255.734,96;R$ 664.720,12;R$ 7.500,00;R$ 1,01;R$ 0,00;20,1%;20,0%;0,2%;11.278,7%;1,7%;;31/05/2027;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Em captação
AmFi Renda Mensal #2;Pool;05/06/2028;1076.0;R$ 74.141,98;R$ 18.984,72;R$ 25.562,61;R$ 0,00;R$ 1.185,82;R$ 5.000,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;;05/06/2028;AMFI CONSULTING LTDA;;Oferta Pública;Duplicata / CPR / Nota Comercial / CCB / Ativo Judicial;Em captação
 LC INVESTE Private;Pool;31/08/2028;1163.0;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;;R$ 0,00;100,0%;99,0%;;0,0%;;;;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Ativo Judicial;Captação finalizada
Pool Nexo #2;Pool;31/03/2029;1375.0;R$ 570.804,03;R$ 571.175,21;R$ 0,00;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;31/03/2029;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi High Yield Pool #1;Pool;18/06/2029;1454.0;R$ 0,00;;;R$ 0,00;;R$ 1.500,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;CCB / Ativo Judicial / Nota Comercial / Recebível de Cartão / CPR;
Sector Condo #1;Pool;;;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;100,0%;;0,0%;;;;SECTOR TECNOLOGIA EM COBRANCA LTDA;;Oferta Privada;;
ABRL Stake Pool;Pool;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;CCB;
Brás Capital Bridge Loans #1;Pool;;;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;;;0,0%;;;;(inoperante agent antigo pool inoperante) Brás Capital LTDA;;Oferta Privada;;
AmFi Alta Liquidez #2;Pool;;;R$ 3.085.463,69;R$ 1.716.187,12;R$ 472.188,73;R$ 0,00;R$ 66.724,38;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;;;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
