Nome;Tipo de Produto;Data de vencimento;Prazo até o vencimento;PL;SR;JR;Carteira;Caixa Livre;Fundo de Reserva;R.G.;Saldo em Aplicações;I.S.;I.S. (Tranche);% de Atraso;% de PDD;Rentabilidade Média Ativos %;Desenquadramentos;Próximo Pagamento;Originador;Emissor;Tipo de Oferta Sênior;Tipos de Ativos;Status do Pool
Dinie Pool #2;Pool;30/11/2025;144.0;R$ 925.948,64;R$ 723.362,63;R$ 202.586,02;R$ 821.421,43;R$ 161.765,49;R$ 6.000,00;R$ 1,25;R$ 0,00;21,8%;20,0%;23,7%;63.047,3%;11,8%;;31/07/2025;DINIE CORRESPONDENTE BANCÁRIO E MEIOS DE PAGAMENTOS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
UnionNational Pool #4;Pool;25/12/2025;169.0;R$ 1.156.491,57;R$ 892.676,63;R$ 263.814,94;R$ 1.081.019,12;R$ 65.636,46;R$ 10.000,00;R$ 1,24;R$ 0,00;22,8%;20,0%;2,8%;164,0%;2,1%;;25/12/2025;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
MMK Private;Pool;31/12/2025;175.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;1,0%;;0,0%;;;;MMK Partners;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB / Nota Comercial;Produto Encerrado
LC Investe Pool #2;Pool;31/01/2026;206.0;R$ 988.576,85;R$ 833.104,64;R$ 155.472,21;R$ 843.144,80;R$ 0,00;R$ 4.500,00;R$ 1,14;R$ 66.731,39;15,7%;10,0%;;0,0%;2,2%;Concentração máx por sacado;05/01/2026;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Ativo Judicial;Captação finalizada
Up Vendas #1;Pool;01/02/2026;207.0;R$ 12.428,41;R$ 0,01;R$ 12.428,40;R$ 0,00;R$ 0,00;;R$ 0,00;R$ 0,00;100,0%;20,0%;;0,0%;;;;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
SuperSim Pool #1;Pool;27/02/2026;233.0;R$ 16.400.289,44;R$ 6.979.028,35;R$ 9.421.261,09;R$ 20.508.273,76;R$ 1.167.837,62;R$ 100.000,00;R$ 3,29;R$ 2.819.379,02;58,0%;35,0%;55,8%;6.520.580,1%;41,5%;;27/01/2026;SUPERSIM ANÁLISE DE DADOS E CORRESPONDENTE BANCÁRIO LTDA;;Oferta Privada;CCB;Captação finalizada
Mooney Pool #1;Pool;07/03/2026;241.0;R$ 6.735,16;R$ 0,01;R$ 6.735,15;R$ 69.945,81;R$ 1.735,16;R$ 5.000,00;R$ 9.251.048,95;R$ 0,00;100,0%;15,0%;1.038,5%;69.945,8%;8,8%;;06/09/2025;Mooney S.A. Companhia Securitizadora;;Oferta Pública;Duplicata;Produto Encerrado
UnionNational Pool #3;Pool;18/06/2026;344.0;R$ 894.623,21;R$ 668.467,11;R$ 226.156,10;R$ 806.276,85;R$ 78.346,36;R$ 10.000,00;R$ 1,23;R$ 0,00;25,3%;20,0%;;0,0%;2,1%;;18/06/2026;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
BMDC Pool #1;Pool;22/08/2026;409.0;R$ 1.166.846,68;R$ 918.390,10;R$ 248.456,58;R$ 1.136.991,85;R$ 37.212,19;R$ 9.000,00;R$ 1,43;R$ 0,00;21,3%;20,0%;;0,0%;2,1%;;22/09/2025;BMDC SECURITIZADORA SA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Formento Pool #1;Pool;15/09/2026;433.0;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;65,0%;20,0%;;0,0%;;Concentração máx por sacado;15/09/2026;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Produto Encerrado
Digcap Pool #3;Pool;03/10/2026;451.0;R$ 2.230.684,81;R$ 1.387.009,84;R$ 843.674,96;R$ 2.215.052,20;R$ 10.421,66;R$ 5.000,00;R$ 2,02;R$ 0,00;37,8%;15,0%;9,8%;0,0%;4,5%;;28/03/2026;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #2;Pool;23/10/2026;471.0;R$ 2.246.012,38;R$ 1.749.196,45;R$ 496.815,93;R$ 2.242.037,09;R$ 641,96;R$ 3.333,33;R$ 1,34;R$ 0,00;22,1%;20,0%;0,5%;0,0%;2,7%;;23/10/2026;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Rhino Pool #1;Pool;26/10/2026;474.0;R$ 0,00;;;R$ 0,00;;R$ 2.700,00;;R$ 0,00;;20,0%;;0,0%;;;26/10/2026;Rhino Holding & Participacoes S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Cancelada
Pool Maralto #1;Pool;26/10/2026;474.0;R$ 87.396,02;R$ 91.355,39;R$ 0,00;R$ 0,00;R$ 43.556,21;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;27/10/2026;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
C4 Pool #1;Pool;27/10/2026;475.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;40,0%;;0,0%;;;23/07/2025;C4 CAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Produto Encerrado
DS Pool #2;Pool;11/11/2026;490.0;R$ 1.442.361,97;R$ 1.585.111,07;R$ 0,00;R$ 2.048.826,49;R$ 0,00;R$ 2.500,00;R$ 1,29;R$ 0,00;-9,9%;20,0%;142,1%;606.605,2%;3,2%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;11/11/2026;COMPANHIA SECURITIZADORA X S.A;;Oferta Pública;Duplicata;Captação finalizada
Zero Paralelo Pool #1;Pool;25/12/2026;534.0;R$ 69.401,85;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.502,76;R$ 0,00;;R$ 0,00;;0,0%;;0,0%;;;25/12/2026;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
E-ctare Pool #1;Pool;28/02/2027;599.0;R$ 10.287.256,57;R$ 8.319.937,68;R$ 1.967.318,89;R$ 7.269.424,95;R$ 3.553.380,10;R$ 25.000,00;R$ 1,02;R$ 0,00;19,1%;20,0%;11,1%;560.548,5%;1,8%;Concentração máx por sacado, Percentual mínimo de garantias;28/07/2025;ECTARE PAY SERVICOS DE GESTAO DE PAGAMENTOS S/A,;;Oferta Privada;CPR / Duplicata;Captação finalizada
Credmei Pool #1;Pool;15/03/2027;614.0;R$ 20.057.858,24;R$ 18.048.480,74;R$ 2.009.377,50;R$ 19.488.552,25;R$ 0,00;R$ 0,00;R$ 1,11;R$ 0,00;10,0%;10,0%;4,8%;512.954,9%;3,0%;;13/04/2026;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Pool Nexo #1;Pool;26/03/2027;625.0;R$ 143.737,14;R$ 76.207,24;R$ 67.529,90;R$ 0,00;R$ 1.639,39;R$ 0,00;R$ 0,00;R$ 0,00;;5,0%;;0,0%;;;26/03/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
a55 Cartão Pool #1;Pool;01/04/2027;631.0;R$ 12.570.519,46;R$ 0,00;R$ 12.570.519,46;R$ 12.568.348,97;R$ 2.076,72;R$ 0,00;;R$ 0,00;100,0%;1,0%;10,6%;0,0%;1,6%;;;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Faighus Pool #1;Pool;14/06/2027;705.0;R$ 1.409.601,38;R$ 1.014.632,95;R$ 394.968,43;R$ 1.146.440,43;R$ 240.208,12;R$ 25.000,00;R$ 1,21;R$ 0,00;28,0%;25,0%;4,0%;2.047,2%;6,8%;;13/07/2025;FAIGHUS SECURITIZADORA S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Chronos Pool #1;Pool;14/06/2027;705.0;R$ 1.332.721,81;R$ 1.007.571,83;R$ 325.149,98;R$ 382.245,03;R$ 925.476,78;R$ 25.000,00;R$ 0,39;R$ 0,00;24,4%;25,0%;7,4%;0,0%;9,2%;Concentração máx por cedente em percentual;13/01/2027;CHRONOS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Price Pool #1 ;Pool;24/06/2027;715.0;R$ 942.698,23;R$ 756.312,50;R$ 186.385,73;R$ 407.697,00;R$ 510.001,23;R$ 25.000,00;R$ 0,55;R$ 0,00;19,8%;20,0%;;0,0%;6,1%;Concentração máx por sacado, Concentração máx por cedente em percentual;24/07/2025;PRICE SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Blipay Pool #2;Pool;13/07/2027;734.0;R$ 1.475.440,82;R$ 966.556,05;R$ 508.884,77;R$ 2.552.250,96;R$ 5.773,87;R$ 25.000,00;R$ 3,23;R$ 0,00;34,5%;30,0%;117,3%;1.106.563,4%;34,1%;;13/02/2027;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Maralto Pool #2;Pool;06/08/2027;758.0;R$ 1.411.596,36;R$ 1.515.683,91;R$ 0,00;R$ 0,00;R$ 3.386,35;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;06/08/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / Nota Comercial / CPR / Duplicata / CCB / Ativo Judicial;Em captação
Credmei Pool #2;Pool;28/10/2027;841.0;R$ 23.004.859,35;R$ 20.701.954,24;R$ 2.302.905,11;R$ 22.370.978,89;R$ 0,00;R$ 0,00;R$ 1,11;R$ 0,00;10,0%;10,0%;5,4%;245.606,9%;2,8%;;14/10/2027;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
AmFi Renda Mensal;Pool;19/11/2027;863.0;R$ 4.638.825,39;R$ 1.985.500,29;R$ 585.578,32;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;;21/07/2025;AMFI CONSULTING LTDA;;Oferta Pública;CCB / Recebível de Cartão / Duplicata / Nota Comercial;Captação finalizada
B.Invest Pool #1;Pool;23/11/2027;867.0;R$ 45.912.136,84;R$ 38.245.870,73;R$ 5.979.936,77;R$ 39.018.514,77;R$ 489.084,93;R$ 18.000,00;R$ 1,07;R$ 6.506.144,38;16,7%;15,0%;4,4%;120.028,0%;3,1%;;21/12/2026;B.Invest Securitizadora de Créditos S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Syntheo Pool #1;Pool;30/11/2027;874.0;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.225,00;;R$ 0,00;;30,0%;;0,0%;;;28/12/2026;SYNTHÉO SECURITIZADORA DE CRÉDITOS S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Cancelada
Formento Pool #4;Pool;02/12/2027;876.0;R$ 2.555.215,32;R$ 2.039.769,35;R$ 515.445,97;R$ 2.216.736,77;R$ 313.478,55;R$ 25.000,00;R$ 1,13;R$ 0,00;20,2%;20,0%;1,5%;0,0%;4,2%;;02/08/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Baru Pool #2;Pool;10/12/2027;884.0;R$ 6.755.224,97;R$ 5.070.693,52;R$ 1.684.531,45;R$ 6.740.217,58;R$ 0,00;R$ 25.000,00;R$ 1,69;R$ 0,00;24,9%;25,0%;1,4%;384,9%;1,9%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;10/07/2025;GRIFFIN CAPITAL S.A. SECURITIZADORA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB;Captação finalizada
BMDC Pool #2;Pool;30/12/2027;904.0;R$ 610.887,67;R$ 411.604,26;R$ 199.283,41;R$ 534.825,64;R$ 51.062,03;R$ 25.000,00;R$ 1,74;R$ 0,00;32,6%;20,0%;;0,0%;2,0%;Concentração máx por sacado;30/12/2027;BMDC SECURITIZADORA SA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Em captação
UnionNational Pool #5;Pool;03/01/2028;908.0;R$ 9.764.391,62;R$ 7.627.879,53;R$ 2.136.512,09;R$ 8.250.486,75;R$ 1.485.507,41;R$ 30.000,00;R$ 1,11;R$ 0,00;21,9%;20,0%;0,7%;1.602,5%;2,1%;;02/02/2027;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Privada;Duplicata;Em captação
Poenatela Pool #1;Pool;03/01/2028;908.0;R$ 11.272.680,34;R$ 8.189.993,51;R$ 3.082.686,83;R$ 10.751.653,79;R$ 529.883,47;R$ 22.500,00;R$ 1,35;R$ 0,00;27,4%;20,0%;8,2%;31.356,9%;3,8%;;02/02/2027;RM2 SECURITIZADORA S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
a55 Cartão Pool #2;Pool;14/02/2028;950.0;R$ 11.212.159,44;R$ 10.091.065,64;R$ 1.121.093,80;R$ 11.099.432,34;R$ 157.276,40;R$ 25.000,00;R$ 1,25;R$ 0,00;10,0%;10,0%;0,7%;61.463,4%;1,6%;;14/09/2027;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Digcap Pool #4;Pool;14/02/2028;950.0;R$ 1.827.314,74;R$ 1.610.788,13;R$ 216.526,61;R$ 1.814.141,10;R$ 0,00;R$ 15.000,00;R$ 1,81;R$ 0,00;11,9%;10,0%;;0,0%;3,7%;;14/02/2028;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #3;Pool;01/03/2028;966.0;R$ 2.571.746,09;R$ 2.072.632,02;R$ 499.114,07;R$ 2.562.519,35;R$ 2.976,74;R$ 6.250,00;R$ 1,27;R$ 0,00;19,4%;20,0%;1,1%;0,0%;2,3%;;30/09/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
AFA Pool #1;Pool;07/03/2028;972.0;R$ 26.951.847,58;R$ 21.214.546,86;R$ 1.998.675,56;R$ 5.237.191,21;R$ 1.145.571,35;R$ 30.000,00;R$ 0,25;R$ 20.541.092,53;21,3%;25,0%;4,9%;2.007,5%;2,7%;;07/10/2026;AFA CONSULTORIA DE CREDITO UNIPESSOAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
LeCapital Pool #1;Pool;17/03/2028;982.0;R$ 8.721.075,44;R$ 6.545.516,86;R$ 2.175.558,58;R$ 2.968.079,46;R$ 1.302.446,67;R$ 30.000,00;R$ 0,46;R$ 4.420.549,31;25,0%;25,0%;;0,0%;3,8%;;17/10/2026;LECAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Up Vendas Pool #2;Pool;28/04/2028;1024.0;R$ 4.795.435,83;R$ 3.167.782,44;R$ 1.627.653,39;R$ 4.328.882,05;R$ 530.680,86;R$ 7.500,00;R$ 1,43;R$ 0,00;33,9%;20,0%;4,0%;21.644,4%;1,8%;;31/05/2027;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Em captação
AmFi Renda Mensal #2;Pool;05/06/2028;1062.0;R$ 210.731,85;R$ 129.123,58;R$ 51.770,05;R$ 0,00;R$ 8.669,80;R$ 5.000,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;;05/06/2028;AMFI CONSULTING LTDA;;Oferta Pública;Duplicata / CPR / Nota Comercial / CCB / Ativo Judicial;Em captação
 LC INVESTE Private;Pool;31/08/2028;1149.0;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;;R$ 0,00;100,0%;99,0%;;0,0%;;;;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Ativo Judicial;Captação finalizada
Pool Nexo #2;Pool;31/03/2029;1361.0;R$ 635.544,25;R$ 635.524,14;R$ 20,11;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;31/03/2029;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi High Yield Pool #1;Pool;18/06/2029;1440.0;R$ 0,00;;;R$ 0,00;;R$ 1.500,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;CCB / Ativo Judicial / Nota Comercial / Recebível de Cartão / CPR;
AmFi Alta Liquidez #2;Pool;;;R$ 3.488.253,47;R$ 1.927.226,84;R$ 565.140,14;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;;;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
